"TxnID","processedAt","AccountNumber","TxnTimestamp","CustomerID","TxnType","PayeeUPI","Amount","EventID","id","GeoLocation","PayerUPI","txn_type","fraud_flags","DeviceID","Status","IngestionTimestamp","SourceSystem","Amount_INR","Currency_Normalized","TxnTimestamp_UTC"
"TXN009551","2025-12-09T04:33:48.009301","1002003011","2025-01-01T13:15:50Z","CUST283","CREDIT","store243@upi",5000,"UPI009551","TXN009551","18.3059,74.6059","user139@upi","UPI","[]","DEV102","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 13:15:50.000000000"
"TXN009602","2025-12-09T04:33:53.447166","1002003327","2025-01-01T13:20:05Z","CUST058","DEBIT","store266@upi",2500,"UPI009602","TXN009602","25.9448,76.0182","user163@upi","UPI","[]","DEV082","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 13:20:05.000000000"
"TXN000421","2025-12-09T04:44:20.088028","1002003262","2025-01-01T00:35:00Z","CUST477","CREDIT","store23@upi",2500,"UPI000421","TXN000421","16.6088,77.6525","user27@upi","UPI","[]","DEV219","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 00:35:00.000000000"
"TXN000434","2025-12-09T04:44:21.378473","1002003310","2025-01-01T00:36:05Z","CUST436","CREDIT","store208@upi",75000,"UPI000434","TXN000434","12.5914,74.502","user214@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV097","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 00:36:05.000000000"
"TXN000579","2025-12-09T04:44:37.347786","1002003162","2025-01-01T00:48:10Z","CUST416","DEBIT","store442@upi",499,"UPI000579","TXN000579","13.3266,77.7046","user139@upi","UPI","[]","DEV205","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 00:48:10.000000000"
"TXN000670","2025-12-09T04:44:46.920007","1002003143","2025-01-01T00:55:45Z","CUST383","DEBIT","store64@upi",999,"UPI000670","TXN000670","17.591,85.673","user419@upi","UPI","[]","DEV222","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 00:55:45.000000000"
"TXN000819","2025-12-09T04:45:00.950740","1002003450","2025-01-01T01:08:10Z","CUST071","CREDIT","store292@upi",999,"UPI000819","TXN000819","24.2697,81.7889","user234@upi","UPI","[]","DEV154","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 01:08:10.000000000"
"TXN000866","2025-12-09T04:45:05.120770","1002003051","2025-01-01T01:12:05Z","CUST482","DEBIT","store4@upi",95000,"UPI000866","TXN000866","15.2075,86.4087","user157@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV066","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 01:12:05.000000000"
"TXN000957","2025-12-09T04:45:13.920513","1002003182","2025-01-01T01:19:40Z","CUST270","CREDIT","store319@upi",5000,"UPI000957","TXN000957","17.0391,72.4948","user282@upi","UPI","[]","DEV016","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 01:19:40.000000000"
"TXN000993","2025-12-09T04:45:17.680710","1002003340","2025-01-01T01:22:40Z","CUST163","CREDIT","store78@upi",5000,"UPI000993","TXN000993","19.9768,72.6641","user332@upi","UPI","[]","DEV111","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 01:22:40.000000000"
"TXN001011","2025-12-09T04:45:19.614871","1002003220","2025-01-01T01:24:10Z","CUST399","DEBIT","store73@upi",150,"UPI001011","TXN001011","19.8488,85.9279","user208@upi","UPI","[]","DEV280","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 01:24:10.000000000"
"TXN001018","2025-12-09T04:45:20.205823","1002003426","2025-01-01T01:24:45Z","CUST296","CREDIT","store292@upi",95000,"UPI001018","TXN001018","18.7774,78.4198","user92@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV066","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 01:24:45.000000000"
"TXN001059","2025-12-09T04:45:23.936645","1002003149","2025-01-01T01:28:10Z","CUST256","DEBIT","store122@upi",499,"UPI001059","TXN001059","16.4822,78.2157","user270@upi","UPI","[]","DEV226","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 01:28:10.000000000"
"TXN001264","2025-12-09T04:45:43.285737","1002003008","2025-01-01T01:45:15Z","CUST181","CREDIT","store162@upi",5000,"UPI001264","TXN001264","18.4094,72.1496","user43@upi","UPI","[]","DEV261","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 01:45:15.000000000"
"TXN001485","2025-12-09T04:46:04.658673","1002003473","2025-01-01T02:03:40Z","CUST347","DEBIT","store464@upi",2500,"UPI001485","TXN001485","15.8715,75.8967","user14@upi","UPI","[]","DEV278","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 02:03:40.000000000"
"TXN001531","2025-12-09T04:46:09.606830","1002003019","2025-01-01T02:07:30Z","CUST392","DEBIT","store95@upi",75000,"UPI001531","TXN001531","18.1506,75.597","user327@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV046","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 02:07:30.000000000"
"TXN001584","2025-12-09T04:46:14.886920","1002003117","2025-01-01T02:11:55Z","CUST389","DEBIT","store116@upi",95000,"UPI001584","TXN001584","24.606,75.9213","user330@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV173","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 02:11:55.000000000"
"TXN001930","2025-12-09T04:46:50.727851","1002003103","2025-01-01T02:40:45Z","CUST315","DEBIT","store422@upi",95000,"UPI001930","TXN001930","15.734,85.6492","user444@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV006","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 02:40:45.000000000"
"TXN001999","2025-12-09T04:46:57.774512","1002003163","2025-01-01T02:46:30Z","CUST055","DEBIT","store441@upi",95000,"UPI001999","TXN001999","18.5246,79.3958","user25@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV286","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 02:46:30.000000000"
"TXN002180","2025-12-09T04:47:17.791814","1002003437","2025-01-01T03:01:35Z","CUST013","DEBIT","store121@upi",75000,"UPI002180","TXN002180","16.7459,84.1486","user24@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV280","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 03:01:35.000000000"
"TXN002561","2025-12-09T04:47:57.039164","1002003356","2025-01-01T03:33:20Z","CUST128","DEBIT","store59@upi",150,"UPI002561","TXN002561","22.237,80.0908","user338@upi","UPI","[]","DEV144","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 03:33:20.000000000"
"TXN002749","2025-12-09T04:48:15.657494","1002003283","2025-01-01T03:49:00Z","CUST417","DEBIT","store35@upi",150,"UPI002749","TXN002749","20.0792,84.4736","user122@upi","UPI","[]","DEV046","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 03:49:00.000000000"
"TXN002916","2025-12-09T04:48:32.074761","1002003471","2025-01-01T04:02:55Z","CUST390","DEBIT","store42@upi",150,"UPI002916","TXN002916","14.2443,78.8618","user259@upi","UPI","[]","DEV049","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 04:02:55.000000000"
"TXN003032","2025-12-09T04:48:43.713914","1002003312","2025-01-01T04:12:35Z","CUST342","DEBIT","store449@upi",95000,"UPI003032","TXN003032","15.4962,73.002","user317@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV094","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 04:12:35.000000000"
"TXN003040","2025-12-09T04:48:44.507452","1002003165","2025-01-01T04:13:15Z","CUST359","DEBIT","store336@upi",75000,"UPI003040","TXN003040","25.389,80.3021","user232@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV183","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 04:13:15.000000000"
"TXN003231","2025-12-09T04:38:15.888902","1002003068","2025-01-01T04:29:10Z","CUST108","CREDIT","store251@upi",75000,"UPI003231","TXN003231","19.7443,74.4962","user476@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV246","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 04:29:10.000000000"
"TXN003874","2025-12-09T04:39:17.003992","1002003271","2025-01-01T05:22:45Z","CUST389","DEBIT","store89@upi",499,"UPI003874","TXN003874","13.4094,86.0739","user121@upi","UPI","[]","DEV286","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 05:22:45.000000000"
"TXN004002","2025-12-09T04:39:29.084523","1002003058","2025-01-01T05:33:25Z","CUST211","CREDIT","store318@upi",2500,"UPI004002","TXN004002","19.183,82.1364","user485@upi","UPI","[]","DEV282","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 05:33:25.000000000"
"TXN004093","2025-12-09T04:39:37.956061","1002003200","2025-01-01T05:41:00Z","CUST470","CREDIT","store478@upi",95000,"UPI004093","TXN004093","12.6098,81.2362","user239@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV259","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 05:41:00.000000000"
"TXN004290","2025-12-09T04:39:55.223580","1002003362","2025-01-01T05:57:25Z","CUST307","CREDIT","store267@upi",150,"UPI004290","TXN004290","17.8429,85.681","user415@upi","UPI","[]","DEV227","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 05:57:25.000000000"
"TXN004533","2025-12-09T04:40:17.156467","1002003195","2025-01-01T06:17:40Z","CUST381","CREDIT","store434@upi",75000,"UPI004533","TXN004533","17.0385,80.4852","user102@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV212","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 06:17:40.000000000"
"TXN004598","2025-12-09T04:40:22.945808","1002003442","2025-01-01T06:23:05Z","CUST002","DEBIT","store331@upi",499,"UPI004598","TXN004598","23.7767,75.3579","user335@upi","UPI","[]","DEV051","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 06:23:05.000000000"
"TXN004741","2025-12-09T04:40:36.644459","1002003344","2025-01-01T06:35:00Z","CUST484","CREDIT","store235@upi",150,"UPI004741","TXN004741","25.1856,79.8175","user295@upi","UPI","[]","DEV038","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 06:35:00.000000000"
"TXN004924","2025-12-09T04:40:53.622055","1002003251","2025-01-01T06:50:15Z","CUST137","CREDIT","store340@upi",95000,"UPI004924","TXN004924","17.3535,77.8643","user275@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV116","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 06:50:15.000000000"
"TXN005057","2025-12-09T04:41:06.111319","1002003473","2025-01-01T07:01:20Z","CUST220","DEBIT","store393@upi",75000,"UPI005057","TXN005057","25.6453,78.3877","user350@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV137","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 07:01:20.000000000"
"TXN005348","2025-12-09T04:41:31.059906","1002003222","2025-01-01T07:25:35Z","CUST410","CREDIT","store374@upi",2500,"UPI005348","TXN005348","19.3038,74.1408","user437@upi","UPI","[]","DEV011","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 07:25:35.000000000"
"TXN005366","2025-12-09T04:41:32.906157","1002003039","2025-01-01T07:27:05Z","CUST301","DEBIT","store127@upi",499,"UPI005366","TXN005366","25.4567,78.6164","user412@upi","UPI","[]","DEV285","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 07:27:05.000000000"
"TXN005372","2025-12-09T04:41:33.257104","1002003232","2025-01-01T07:27:35Z","CUST094","CREDIT","store189@upi",499,"UPI005372","TXN005372","20.0564,76.1165","user407@upi","UPI","[]","DEV264","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 07:27:35.000000000"
"TXN005400","2025-12-09T04:41:35.008543","1002003109","2025-01-01T07:29:55Z","CUST372","CREDIT","store214@upi",999,"UPI005400","TXN005400","20.9103,77.4277","user486@upi","UPI","[]","DEV288","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 07:29:55.000000000"
"TXN006051","2025-12-09T04:43:13.909898","1002003196","2025-01-01T08:24:10Z","CUST140","DEBIT","store191@upi",5000,"UPI006051","TXN006051","19.6606,85.466","user45@upi","UPI","[]","DEV213","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 08:24:10.000000000"
"TXN006077","2025-12-09T04:43:20.067118","1002003032","2025-01-01T08:26:20Z","CUST017","DEBIT","store167@upi",499,"UPI006077","TXN006077","13.5799,78.3289","user478@upi","UPI","[]","DEV221","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 08:26:20.000000000"
"TXN006311","2025-12-09T04:44:14.485636","1002003330","2025-01-01T08:45:50Z","CUST353","CREDIT","store30@upi",999,"UPI006311","TXN006311","27.1429,77.4489","user476@upi","UPI","[]","DEV168","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 08:45:50.000000000"
"TXN006439","2025-12-09T04:44:27.392252","1002003274","2025-01-01T08:56:30Z","CUST400","DEBIT","store291@upi",95000,"UPI006439","TXN006439","16.8574,75.2172","user268@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV103","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 08:56:30.000000000"
"TXN006694","2025-12-09T04:44:52.484227","1002003396","2025-01-01T09:17:45Z","CUST015","CREDIT","store375@upi",5000,"UPI006694","TXN006694","16.453,73.2623","user182@upi","UPI","[]","DEV086","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 09:17:45.000000000"
"TXN006781","2025-12-09T04:45:01.608624","1002003226","2025-01-01T09:25:00Z","CUST152","CREDIT","store54@upi",999,"UPI006781","TXN006781","24.1914,79.2586","user173@upi","UPI","[]","DEV082","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 09:25:00.000000000"
"TXN007016","2025-12-09T04:45:25.125580","1002003020","2025-01-01T09:44:35Z","CUST050","CREDIT","store74@upi",150,"UPI007016","TXN007016","18.4357,73.95","user474@upi","UPI","[]","DEV027","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 09:44:35.000000000"
"TXN007134","2025-12-09T04:45:36.532922","1002003051","2025-01-01T09:54:25Z","CUST413","DEBIT","store179@upi",499,"UPI007134","TXN007134","18.2735,79.618","user476@upi","UPI","[]","DEV250","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 09:54:25.000000000"
"TXN007375","2025-12-09T04:45:59.916370","1002003251","2025-01-01T10:14:30Z","CUST442","DEBIT","store122@upi",150,"UPI007375","TXN007375","25.266,73.2172","user342@upi","UPI","[]","DEV053","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 10:14:30.000000000"
"TXN007462","2025-12-09T04:46:08.681629","1002003321","2025-01-01T10:21:45Z","CUST445","CREDIT","store316@upi",2500,"UPI007462","TXN007462","18.7643,75.3435","user32@upi","UPI","[]","DEV290","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 10:21:45.000000000"
"TXN008288","2025-12-09T04:47:31.085011","1002003224","2025-01-01T11:30:35Z","CUST048","DEBIT","store357@upi",5000,"UPI008288","TXN008288","20.2166,83.406","user89@upi","UPI","[]","DEV017","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 11:30:35.000000000"
"TXN008424","2025-12-09T04:47:45.101701","1002003496","2025-01-01T11:41:55Z","CUST082","CREDIT","store391@upi",999,"UPI008424","TXN008424","18.7005,85.2277","user84@upi","UPI","[]","DEV087","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 11:41:55.000000000"
"TXN008566","2025-12-09T04:47:59.298370","1002003407","2025-01-01T11:53:45Z","CUST294","CREDIT","store139@upi",2500,"UPI008566","TXN008566","27.3486,85.773","user427@upi","UPI","[]","DEV264","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 11:53:45.000000000"
"TXN008692","2025-12-09T04:48:12.983387","1002003427","2025-01-01T12:04:15Z","CUST111","CREDIT","store418@upi",2500,"UPI008692","TXN008692","21.5165,85.9615","user175@upi","UPI","[]","DEV183","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 12:04:15.000000000"
"TXN009137","2025-12-09T04:33:01.966282","1002003052","2025-01-01T12:41:20Z","CUST395","DEBIT","store309@upi",499,"UPI009137","TXN009137","24.8574,75.4252","user302@upi","UPI","[]","DEV178","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 12:41:20.000000000"
"TXN009384","2025-12-09T04:33:29.133064","1002003365","2025-01-01T13:01:55Z","CUST129","DEBIT","store343@upi",75000,"UPI009384","TXN009384","15.3455,82.8099","user412@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV187","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 13:01:55.000000000"
"TXN009428","2025-12-09T04:33:34.492537","1002003399","2025-01-01T13:05:35Z","CUST081","CREDIT","store251@upi",150,"UPI009428","TXN009428","16.311,84.1222","user110@upi","UPI","[]","DEV070","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 13:05:35.000000000"
"TXN009481","2025-12-09T04:33:40.736669","1002003365","2025-01-01T13:10:00Z","CUST095","CREDIT","store109@upi",150,"UPI009481","TXN009481","22.8081,76.6095","user168@upi","UPI","[]","DEV132","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 13:10:00.000000000"
"TXN009641","2025-12-09T04:33:57.435812","1002003148","2025-01-01T13:23:20Z","CUST035","CREDIT","store441@upi",2500,"UPI009641","TXN009641","18.0395,82.4831","user118@upi","UPI","[]","DEV158","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 13:23:20.000000000"
"TXN000409","2025-12-09T04:44:19.219733","1002003453","2025-01-01T00:34:00Z","CUST214","DEBIT","store266@upi",2500,"UPI000409","TXN000409","20.2438,80.2425","user110@upi","UPI","[]","DEV267","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 00:34:00.000000000"
"TXN000564","2025-12-09T04:44:35.590775","1002003498","2025-01-01T00:46:55Z","CUST111","DEBIT","store435@upi",95000,"UPI000564","TXN000564","12.374,75.8354","user320@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV201","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 00:46:55.000000000"
"TXN000960","2025-12-09T04:45:14.214308","1002003402","2025-01-01T01:19:55Z","CUST482","DEBIT","store374@upi",150,"UPI000960","TXN000960","20.2616,79.6288","user298@upi","UPI","[]","DEV047","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 01:19:55.000000000"
"TXN001257","2025-12-09T04:45:42.540980","1002003168","2025-01-01T01:44:40Z","CUST222","DEBIT","store213@upi",95000,"UPI001257","TXN001257","17.2442,77.0079","user351@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV140","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 01:44:40.000000000"
"TXN001400","2025-12-09T04:45:56.611816","1002003417","2025-01-01T01:56:35Z","CUST487","CREDIT","store121@upi",150,"UPI001400","TXN001400","25.8242,87.4163","user448@upi","UPI","[]","DEV292","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 01:56:35.000000000"
"TXN001835","2025-12-09T04:46:41.356950","1002003341","2025-01-01T02:32:50Z","CUST274","DEBIT","store154@upi",95000,"UPI001835","TXN001835","19.3197,83.0922","user172@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV117","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 02:32:50.000000000"
"TXN002177","2025-12-09T04:47:17.608402","1002003460","2025-01-01T03:01:20Z","CUST204","CREDIT","store445@upi",999,"UPI002177","TXN002177","24.1517,80.6565","user96@upi","UPI","[]","DEV107","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 03:01:20.000000000"
"TXN002251","2025-12-09T04:47:24.654911","1002003034","2025-01-01T03:07:30Z","CUST271","CREDIT","store456@upi",999,"UPI002251","TXN002251","21.3868,78.2584","user346@upi","UPI","[]","DEV057","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 03:07:30.000000000"
"TXN002387","2025-12-09T04:47:38.946074","1002003398","2025-01-01T03:18:50Z","CUST323","CREDIT","store461@upi",5000,"UPI002387","TXN002387","24.1655,80.7624","user106@upi","UPI","[]","DEV261","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 03:18:50.000000000"
"TXN002463","2025-12-09T04:47:47.868172","1002003362","2025-01-01T03:25:10Z","CUST099","DEBIT","store247@upi",2500,"UPI002463","TXN002463","15.7707,80.9243","user397@upi","UPI","[]","DEV127","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 03:25:10.000000000"
"TXN002618","2025-12-09T04:48:02.918867","1002003136","2025-01-01T03:38:05Z","CUST459","DEBIT","store152@upi",75000,"UPI002618","TXN002618","25.7428,79.0187","user459@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV149","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 03:38:05.000000000"
"TXN002689","2025-12-09T04:48:09.930944","1002003084","2025-01-01T03:44:00Z","CUST421","DEBIT","store109@upi",95000,"UPI002689","TXN002689","17.9485,78.2953","user110@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV086","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 03:44:00.000000000"
"TXN002970","2025-12-09T04:48:37.218309","1002003128","2025-01-01T04:07:25Z","CUST134","DEBIT","store119@upi",95000,"UPI002970","TXN002970","25.021,81.3824","user349@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV034","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 04:07:25.000000000"
"TXN003084","2025-12-09T04:38:01.878387","1002003388","2025-01-01T04:16:55Z","CUST397","CREDIT","store308@upi",75000,"UPI003084","TXN003084","25.0706,77.5978","user269@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV007","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",75000,"INR","2025-01-01 04:16:55.000000000"
"TXN003125","2025-12-09T04:38:06.034353","1002003375","2025-01-01T04:20:20Z","CUST089","CREDIT","store144@upi",5000,"UPI003125","TXN003125","15.7752,83.8776","user9@upi","UPI","[]","DEV087","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",5000,"INR","2025-01-01 04:20:20.000000000"
"TXN003294","2025-12-09T04:38:22.524659","1002003271","2025-01-01T04:34:25Z","CUST254","DEBIT","store378@upi",499,"UPI003294","TXN003294","13.5985,83.1355","user63@upi","UPI","[]","DEV179","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 04:34:25.000000000"
"TXN003310","2025-12-09T04:38:24.035600","1002003408","2025-01-01T04:35:45Z","CUST342","CREDIT","store340@upi",95000,"UPI003310","TXN003310","15.4934,83.3173","user312@upi","UPI","['High-value transaction','Unusual UPI Transfer']","DEV153","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",95000,"INR","2025-01-01 04:35:45.000000000"
"TXN003788","2025-12-09T04:39:09.380740","1002003410","2025-01-01T05:15:35Z","CUST018","CREDIT","store129@upi",2500,"UPI003788","TXN003788","21.5484,77.0624","user457@upi","UPI","[]","DEV223","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 05:15:35.000000000"
"TXN003860","2025-12-09T04:39:15.960438","1002003009","2025-01-01T05:21:35Z","CUST129","CREDIT","store251@upi",499,"UPI003860","TXN003860","22.28,84.5311","user82@upi","UPI","[]","DEV151","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 05:21:35.000000000"
"TXN004055","2025-12-09T04:39:33.823356","1002003463","2025-01-01T05:37:50Z","CUST067","CREDIT","store430@upi",2500,"UPI004055","TXN004055","21.3341,87.6198","user328@upi","UPI","[]","DEV111","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",2500,"INR","2025-01-01 05:37:50.000000000"
"TXN004297","2025-12-09T04:39:55.758986","1002003120","2025-01-01T05:58:00Z","CUST338","CREDIT","store395@upi",150,"UPI004297","TXN004297","17.9462,81.7722","user273@upi","UPI","[]","DEV071","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",150,"INR","2025-01-01 05:58:00.000000000"
"TXN004926","2025-12-09T04:40:53.966818","1002003110","2025-01-01T06:50:25Z","CUST427","CREDIT","store280@upi",499,"UPI004926","TXN004926","25.0479,82.6736","user12@upi","UPI","[]","DEV016","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 06:50:25.000000000"
"TXN005104","2025-12-09T04:41:10.221209","1002003136","2025-01-01T07:05:15Z","CUST085","CREDIT","store282@upi",999,"UPI005104","TXN005104","13.0678,74.7342","user236@upi","UPI","[]","DEV063","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",999,"INR","2025-01-01 07:05:15.000000000"
"TXN005128","2025-12-09T04:41:12.178861","1002003485","2025-01-01T07:07:15Z","CUST042","DEBIT","store44@upi",499,"UPI005128","TXN005128","15.826,75.8665","user116@upi","UPI","[]","DEV015","SUCCESS","2025-12-09 09:40:50.881000000","Cosmos_UPI",499,"INR","2025-01-01 07:07:15.000000000"
